measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
44,Population,1,Global,1,Male,235,95+ years,1,Number,1990,260231.19258010347,264708.5637539602,255701.85969247995
44,Population,1,Global,2,Female,235,95+ years,1,Number,1990,757855.3139627179,773201.8140765892,743099.4090603787
44,Population,1,Global,3,Both,235,95+ years,1,Number,1990,1018086.5065428214,1037516.466322475,998972.9367652507
44,Population,1,Global,1,Male,235,95+ years,1,Number,1991,271151.45634214545,276116.9913567039,266329.9867943505
44,Population,1,Global,2,Female,235,95+ years,1,Number,1991,788596.3668064136,805962.943790866,772410.1156613261
44,Population,1,Global,3,Both,235,95+ years,1,Number,1991,1059747.823148559,1081745.0901932449,1038935.7736863305
44,Population,1,Global,1,Male,235,95+ years,1,Number,1992,283860.0472535285,289175.2799983345,278513.2338227059
44,Population,1,Global,2,Female,235,95+ years,1,Number,1992,824308.6233951953,843058.466010214,805590.441855289
44,Population,1,Global,3,Both,235,95+ years,1,Number,1992,1108168.6706487238,1131702.7941935882,1083917.4824374868
44,Population,1,Global,1,Male,235,95+ years,1,Number,1993,297004.8328811583,302785.90824806195,290948.1066559603
44,Population,1,Global,2,Female,235,95+ years,1,Number,1993,859848.0965089164,880262.4127157108,838331.7405048242
44,Population,1,Global,3,Both,235,95+ years,1,Number,1993,1156852.9293900747,1182923.737025842,1129038.067357184
44,Population,1,Global,1,Male,235,95+ years,1,Number,1994,311318.723739351,317482.8220728877,305096.4657764806
44,Population,1,Global,2,Female,235,95+ years,1,Number,1994,899705.8229692656,921964.7921368469,877729.8404844623
44,Population,1,Global,3,Both,235,95+ years,1,Number,1994,1211024.5467086167,1239012.905774941,1182825.6681953263
44,Population,1,Global,1,Male,235,95+ years,1,Number,1995,330546.8512698081,337790.13163697603,323271.1097736804
44,Population,1,Global,2,Female,235,95+ years,1,Number,1995,949713.8873858139,975925.9475317815,924009.5623930215
44,Population,1,Global,3,Both,235,95+ years,1,Number,1995,1280260.738655622,1313014.1559802364,1246679.8258257871
44,Population,1,Global,1,Male,235,95+ years,1,Number,1996,354856.7067126434,362329.3955174536,347474.36472260865
44,Population,1,Global,2,Female,235,95+ years,1,Number,1996,1014289.7089456068,1040172.9388826468,988236.4722663995
44,Population,1,Global,3,Both,235,95+ years,1,Number,1996,1369146.4156582502,1402078.2092460014,1335871.483984046
44,Population,1,Global,1,Male,235,95+ years,1,Number,1997,379318.0125368859,386520.7492981877,372124.7867206848
44,Population,1,Global,2,Female,235,95+ years,1,Number,1997,1073634.881413951,1097871.0472765109,1049335.418700823
44,Population,1,Global,3,Both,235,95+ years,1,Number,1997,1452952.893950837,1483665.053155497,1421339.290526848
44,Population,1,Global,1,Male,235,95+ years,1,Number,1998,408513.7771254015,415764.7578668618,401258.24258163315
44,Population,1,Global,2,Female,235,95+ years,1,Number,1998,1145095.488409063,1169289.6538196257,1120339.7413233062
44,Population,1,Global,3,Both,235,95+ years,1,Number,1998,1553609.2655344647,1584875.3475319615,1522128.2764165974
44,Population,1,Global,1,Male,235,95+ years,1,Number,1999,441915.9148803488,449222.15122710704,434727.83538370003
44,Population,1,Global,2,Female,235,95+ years,1,Number,1999,1220618.9750397478,1244510.075328496,1196562.1720306245
44,Population,1,Global,3,Both,235,95+ years,1,Number,1999,1662534.8899200966,1693057.3099036391,1631502.1531078827
44,Population,1,Global,1,Male,235,95+ years,1,Number,2000,479387.7576553162,486863.3171088449,472363.55004438094
44,Population,1,Global,2,Female,235,95+ years,1,Number,2000,1303663.4895617191,1327058.5094222915,1280050.506508256
44,Population,1,Global,3,Both,235,95+ years,1,Number,2000,1783051.2472170352,1813105.6824186714,1752444.4795591114
44,Population,1,Global,1,Male,235,95+ years,1,Number,2001,517200.02966146433,525094.0677061209,509293.4951618505
44,Population,1,Global,2,Female,235,95+ years,1,Number,2001,1391575.3309370256,1417042.0923311205,1366384.69466335
44,Population,1,Global,3,Both,235,95+ years,1,Number,2001,1908775.3605984899,1941490.459681965,1876311.0232138976
44,Population,1,Global,1,Male,235,95+ years,1,Number,2002,555319.5723822305,564708.9996499721,546468.3452339447
44,Population,1,Global,2,Female,235,95+ years,1,Number,2002,1484959.989337867,1515778.666657827,1456330.6834466378
44,Population,1,Global,3,Both,235,95+ years,1,Number,2002,2040279.5617200974,2080273.2773011264,2003813.8582410857
44,Population,1,Global,1,Male,235,95+ years,1,Number,2003,588984.3773781349,599585.5647960489,579137.2321009696
44,Population,1,Global,2,Female,235,95+ years,1,Number,2003,1572728.3143896903,1605334.8724683276,1539818.9753845378
44,Population,1,Global,3,Both,235,95+ years,1,Number,2003,2161712.6917678253,2203891.025692028,2119377.734782637
44,Population,1,Global,1,Male,235,95+ years,1,Number,2004,620703.392718213,632296.7729865782,609573.6357318719
44,Population,1,Global,2,Female,235,95+ years,1,Number,2004,1664807.8070743422,1698996.9784892213,1630064.1209853038
44,Population,1,Global,3,Both,235,95+ years,1,Number,2004,2285511.199792555,2330407.9864213383,2240202.60664623
44,Population,1,Global,1,Male,235,95+ years,1,Number,2005,653335.7678920309,665850.2274066848,641091.0087933446
44,Population,1,Global,2,Female,235,95+ years,1,Number,2005,1758441.8646815633,1798291.02000582,1719997.2887573086
44,Population,1,Global,3,Both,235,95+ years,1,Number,2005,2411777.6325735943,2463022.360890115,2362142.0605074745
44,Population,1,Global,1,Male,235,95+ years,1,Number,2006,687736.7932706012,701208.310892206,674708.4986693588
44,Population,1,Global,2,Female,235,95+ years,1,Number,2006,1856880.4566637496,1896595.216895319,1817097.2398467148
44,Population,1,Global,3,Both,235,95+ years,1,Number,2006,2544617.249934351,2595836.878057481,2494069.8514013463
44,Population,1,Global,1,Male,235,95+ years,1,Number,2007,724913.4738442729,738431.3040599354,712097.4622253913
44,Population,1,Global,2,Female,235,95+ years,1,Number,2007,1955605.4207718675,1996632.4418522825,1916056.722895307
44,Population,1,Global,3,Both,235,95+ years,1,Number,2007,2680518.8946161405,2733944.934725016,2631311.117365142
44,Population,1,Global,1,Male,235,95+ years,1,Number,2008,765683.8305120902,778691.437160943,753128.9389208598
44,Population,1,Global,2,Female,235,95+ years,1,Number,2008,2059410.7059687993,2099393.0846947078,2021624.1580018208
44,Population,1,Global,3,Both,235,95+ years,1,Number,2008,2825094.536480889,2876789.7445518007,2775173.443004692
44,Population,1,Global,1,Male,235,95+ years,1,Number,2009,810767.6043627864,823661.8686599958,798480.4137965338
44,Population,1,Global,2,Female,235,95+ years,1,Number,2009,2167510.536370207,2207480.757814171,2130073.1650014604
44,Population,1,Global,3,Both,235,95+ years,1,Number,2009,2978278.1407329934,3029631.0371823134,2928899.943093413
44,Population,1,Global,1,Male,235,95+ years,1,Number,2010,855662.0819744206,868029.795883723,843331.1284135226
44,Population,1,Global,2,Female,235,95+ years,1,Number,2010,2271712.5141622317,2309085.3784695924,2233559.901802882
44,Population,1,Global,3,Both,235,95+ years,1,Number,2010,3127374.5961366524,3176769.275426341,3078671.95566883
44,Population,1,Global,1,Male,235,95+ years,1,Number,2011,897624.0845955414,911164.6171174248,884327.0796763604
44,Population,1,Global,2,Female,235,95+ years,1,Number,2011,2357070.7662187717,2400525.860963654,2315655.265777584
44,Population,1,Global,3,Both,235,95+ years,1,Number,2011,3254694.850814313,3309717.40964197,3203231.3971935217
44,Population,1,Global,1,Male,235,95+ years,1,Number,2012,940461.6556835137,955865.5458167634,925038.0388038614
44,Population,1,Global,2,Female,235,95+ years,1,Number,2012,2435179.382805448,2484489.0822930103,2387735.931468374
44,Population,1,Global,3,Both,235,95+ years,1,Number,2012,3375641.0384889618,3439848.6741339467,3315009.6240336774
44,Population,1,Global,1,Male,235,95+ years,1,Number,2013,981563.5245486014,998356.2702832405,964565.5051870564
44,Population,1,Global,2,Female,235,95+ years,1,Number,2013,2516289.296674877,2571352.6103956695,2463698.764426582
44,Population,1,Global,3,Both,235,95+ years,1,Number,2013,3497852.8212234783,3571209.2136538574,3429527.867783077
44,Population,1,Global,1,Male,235,95+ years,1,Number,2014,1021403.5203902569,1039934.4151346332,1001914.083699405
44,Population,1,Global,2,Female,235,95+ years,1,Number,2014,2624703.5973760565,2684274.087796415,2564895.9165368406
44,Population,1,Global,3,Both,235,95+ years,1,Number,2014,3646107.1177663133,3722875.9474104834,3569977.7152736443
44,Population,1,Global,1,Male,235,95+ years,1,Number,2015,1078241.8639725782,1098490.9412283183,1057345.9193496865
44,Population,1,Global,2,Female,235,95+ years,1,Number,2015,2796640.914018303,2860377.482836932,2733572.6032720217
44,Population,1,Global,3,Both,235,95+ years,1,Number,2015,3874882.7779908814,3956931.5866391906,3791286.9697989468
44,Population,1,Global,1,Male,235,95+ years,1,Number,2016,1144397.4445885792,1165380.4665835868,1122591.6870598185
44,Population,1,Global,2,Female,235,95+ years,1,Number,2016,2987111.621468413,3053010.364358203,2924560.78456563
44,Population,1,Global,3,Both,235,95+ years,1,Number,2016,4131509.0660569924,4218301.1859991895,4049310.8316305676
44,Population,1,Global,1,Male,235,95+ years,1,Number,2017,1216938.0876167838,1240383.83425364,1193263.078164201
44,Population,1,Global,2,Female,235,95+ years,1,Number,2017,3179975.236666882,3251754.3583852844,3109511.8839738024
44,Population,1,Global,3,Both,235,95+ years,1,Number,2017,4396913.324283666,4491350.48144919,4305342.739101185
44,Population,1,Global,1,Male,235,95+ years,1,Number,2018,1292815.743140262,1317198.571579677,1269351.9173945636
44,Population,1,Global,2,Female,235,95+ years,1,Number,2018,3373402.6394622643,3446749.6502119917,3302009.5597255896
44,Population,1,Global,3,Both,235,95+ years,1,Number,2018,4666218.382602526,4765207.234707294,4572674.788372116
44,Population,1,Global,1,Male,235,95+ years,1,Number,2019,1378658.3017429633,1405108.7127330282,1353939.9987676702
44,Population,1,Global,2,Female,235,95+ years,1,Number,2019,3573366.5917188437,3649659.1372218803,3500116.2116152863
44,Population,1,Global,3,Both,235,95+ years,1,Number,2019,4952024.893461807,5053132.576715098,4856590.159260698
44,Population,1,Global,1,Male,235,95+ years,1,Number,2020,1457373.4631530105,1484394.2328169604,1431473.2584022437
44,Population,1,Global,2,Female,235,95+ years,1,Number,2020,3770646.5939393505,3845372.8442710107,3696824.7384367464
44,Population,1,Global,3,Both,235,95+ years,1,Number,2020,5228020.057092361,5329570.729866298,5128986.657946275
44,Population,1,Global,1,Male,235,95+ years,1,Number,2021,1512041.8817549031,1543322.943496264,1482199.4942150095
44,Population,1,Global,2,Female,235,95+ years,1,Number,2021,3938266.79317853,4025965.154070561,3854131.891492736
44,Population,1,Global,3,Both,235,95+ years,1,Number,2021,5450308.6749334335,5569992.582676767,5337366.1358771585
44,Population,1,Global,1,Male,238,12-23 months,1,Number,1990,64245631.31718888,65534820.625792935,63008688.42251028
44,Population,1,Global,2,Female,238,12-23 months,1,Number,1990,60372350.96085882,61562442.341128096,59241908.86853033
44,Population,1,Global,3,Both,238,12-23 months,1,Number,1990,124617982.27804771,127100045.19358619,122250471.39442109
44,Population,1,Global,1,Male,238,12-23 months,1,Number,1991,64439023.726605445,65754719.75138031,63194002.55023797
44,Population,1,Global,2,Female,238,12-23 months,1,Number,1991,60462028.02494135,61654658.53401059,59310541.27528424
44,Population,1,Global,3,Both,238,12-23 months,1,Number,1991,124901051.7515468,127410762.19943401,122504775.38844687
44,Population,1,Global,1,Male,238,12-23 months,1,Number,1992,64221594.212094724,65631336.49923915,62910426.244036116
44,Population,1,Global,2,Female,238,12-23 months,1,Number,1992,60205836.56355474,61480102.938323215,59001268.01112349
44,Population,1,Global,3,Both,238,12-23 months,1,Number,1992,124427430.77564946,127118365.14613155,121923142.46449351
44,Population,1,Global,1,Male,238,12-23 months,1,Number,1993,63898556.21325852,65369208.12555929,62515514.71757665
44,Population,1,Global,2,Female,238,12-23 months,1,Number,1993,59861158.60858447,61196983.784491904,58586851.290555075
44,Population,1,Global,3,Both,238,12-23 months,1,Number,1993,123759714.821843,126560325.77256538,121095398.89172636
44,Population,1,Global,1,Male,238,12-23 months,1,Number,1994,63697754.86111972,65260858.50425199,62237691.95626823
44,Population,1,Global,2,Female,238,12-23 months,1,Number,1994,59620031.10607611,61030365.53413594,58274618.22423577
44,Population,1,Global,3,Both,238,12-23 months,1,Number,1994,123317785.96719582,126290752.31220315,120505217.40595822
44,Population,1,Global,1,Male,238,12-23 months,1,Number,1995,63559656.03797182,65218412.65969841,62012557.998265386
44,Population,1,Global,2,Female,238,12-23 months,1,Number,1995,59441799.09037284,60946817.57329182,58021687.29976455
44,Population,1,Global,3,Both,238,12-23 months,1,Number,1995,123001455.12834466,126184654.80269761,120038141.88763876
44,Population,1,Global,1,Male,238,12-23 months,1,Number,1996,63446795.66823071,65089084.27836096,61833176.86181108
44,Population,1,Global,2,Female,238,12-23 months,1,Number,1996,59302827.42476269,60781349.6461224,57844880.97075914
44,Population,1,Global,3,Both,238,12-23 months,1,Number,1996,122749623.0929934,125872660.48375835,119676290.85345903
44,Population,1,Global,1,Male,238,12-23 months,1,Number,1997,63366965.36924473,64915193.24396668,61824494.44621434
44,Population,1,Global,2,Female,238,12-23 months,1,Number,1997,59213949.58954706,60609268.36260061,57822061.364012375
44,Population,1,Global,3,Both,238,12-23 months,1,Number,1997,122580914.95879179,125525762.01695654,119646147.04830764
44,Population,1,Global,1,Male,238,12-23 months,1,Number,1998,63282542.552674614,64780807.07243995,61891151.513625406
44,Population,1,Global,2,Female,238,12-23 months,1,Number,1998,59135075.255942866,60499296.74341308,57873777.67807692
44,Population,1,Global,3,Both,238,12-23 months,1,Number,1998,122417617.80861747,125283995.31283917,119769355.99707372
44,Population,1,Global,1,Male,238,12-23 months,1,Number,1999,63217092.3000971,64521705.962357186,61940277.54910171
44,Population,1,Global,2,Female,238,12-23 months,1,Number,1999,59065328.6643662,60257815.38202169,57907048.40333114
44,Population,1,Global,3,Both,238,12-23 months,1,Number,1999,122282420.96446331,124776922.94171083,119863842.48668393
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2000,63247618.575018115,64510832.25180598,62033782.42900963
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2000,59080678.24808606,60252063.37843912,57973827.20672505
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2000,122328296.82310417,124745780.55216578,120019261.5682567
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2001,63434066.13146417,64641721.346935995,62245682.127106644
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2001,59241303.30890809,60340414.481042646,58151587.33045887
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2001,122675369.44037226,124981451.55459832,120393482.08685227
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2002,63738468.45016813,65031302.12775564,62425845.159804
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2002,59516147.76820316,60687814.76310575,58318381.336540334
